No,Username,Category,Is_Suspicious,Profile_URL
351,cozy_tempal,홈/리빙,정상,https://www.instagram.com/cozy_tempal/
352,homeshop_99,홈/리빙,정상,https://www.instagram.com/homeshop_99/
353,1010_homeggu,홈/리빙,정상,https://www.instagram.com/1010_homeggu/
354,salim_paradise,살림 전문,정상,https://www.instagram.com/salim_paradise/
355,soeun_home,홈/리빙,정상,https://www.instagram.com/soeun_home/
356,josephina_lee,개인/일반,정상,https://www.instagram.com/josephina_lee/
357,bee.__hub,개인/일반,정상,https://www.instagram.com/bee.__hub/
358,zxkl1209,개인/일반,의심,https://www.instagram.com/zxkl1209/
359,yyenni.__home,홈/리빙,정상,https://www.instagram.com/yyenni.__home/
360,panda.__home_,홈/리빙,정상,https://www.instagram.com/panda.__home_/
361,greenjuice._.home,홈/리빙,정상,https://www.instagram.com/greenjuice._.home/
362,nanana_living_,홈/리빙,정상,https://www.instagram.com/nanana_living_/
363,nini_house.pick,홈/리빙,정상,https://www.instagram.com/nini_house.pick/
364,salim__honey,살림 전문,정상,https://www.instagram.com/salim__honey/
365,life._.teller,개인/일반,정상,https://www.instagram.com/life._.teller/
366,jiyoo_temm,아이템/꿀템,정상,https://www.instagram.com/jiyoo_temm/
367,myhappyhome_,홈/리빙,정상,https://www.instagram.com/myhappyhome_/
368,item_finder88,아이템/꿀템,정상,https://www.instagram.com/item_finder88/
369,daily_living_tip,홈/리빙,정상,https://www.instagram.com/daily_living_tip/
